NExScI Disposition,KOI Name,Kepler Name,Planet Radius,Stellar Radius,Metallicity,Stellar Mass
FALSE POSITIVE,K06569.01,,61.660,1.087,-0.140,1.131
FALSE POSITIVE,K03768.01,,8.000,0.567,-0.840,0.560
CANDIDATE,K01675.01,,21.920,0.815,-0.300,0.907
FALSE POSITIVE,K03289.01,,24.730,0.827,-0.140,0.767
CONFIRMED,K00248.01,Kepler-49 b,2.250,0.539,-0.020,0.541
CONFIRMED,K00248.02,Kepler-49 c,2.130,0.539,-0.020,0.541
CONFIRMED,K00248.03,Kepler-49 d,1.570,0.539,-0.020,0.541
CONFIRMED,K00248.04,Kepler-49 e,1.530,0.539,-0.020,0.541
CANDIDATE,K02690.01,,2.040,0.840,0.070,0.955
FALSE POSITIVE,K00831.01,,12.280,0.898,-0.060,0.989
CONFIRMED,K01557.01,Kepler-304 b,2.810,0.691,0.020,0.760
CONFIRMED,K01557.02,Kepler-304 d,2.410,0.691,0.020,0.760
CONFIRMED,K01557.03,Kepler-304 c,2.330,0.691,0.020,0.760
CONFIRMED,K01557.04,Kepler-304 e,1.090,0.691,0.020,0.760
CONFIRMED,K04327.01,Kepler-1589 b,1.190,1.244,0.140,1.170
FALSE POSITIVE,K00832.01,,17.610,0.821,-0.400,0.820
CONFIRMED,K02556.01,Kepler-1277 b,1.500,0.925,0.000,0.893
CANDIDATE,K05155.01,,7.570,1.246,0.360,1.310
CONFIRMED,K00645.01,Kepler-633 b,1.950,1.265,-0.040,0.997
CANDIDATE,K00645.02,,2.010,1.265,-0.040,0.997
CONFIRMED,K01825.01,Kepler-964 b,2.110,0.816,0.000,0.875
FALSE POSITIVE,K00833.01,,31.440,0.869,-0.380,0.953
CANDIDATE,K00182.01,,12.860,0.878,-0.300,0.929
CONFIRMED,K00261.01,Kepler-96 b,2.760,0.993,0.040,0.951
CONFIRMED,K02011.01,Kepler-348 b,1.680,1.402,0.100,1.259
CONFIRMED,K02011.02,Kepler-348 c,1.160,1.402,0.100,1.259
CANDIDATE,K03444.01,,0.760,0.529,0.210,0.536
FALSE POSITIVE,K03444.02,,4.980,0.529,0.210,0.536
CANDIDATE,K03444.03,,0.500,0.529,0.210,0.536
FALSE POSITIVE,K03444.04,,0.740,0.529,0.210,0.536
FALSE POSITIVE,K00646.01,,60.050,1.295,-0.020,1.199
FALSE POSITIVE,K06000.01,,1.260,0.905,0.070,1.021
FALSE POSITIVE,K06001.01,,1.120,0.886,0.000,0.933
FALSE POSITIVE,K06002.01,,1.270,1.048,0.070,1.069
CANDIDATE,K02370.01,,7.760,2.763,0.020,1.581
CANDIDATE,K04323.01,,1.590,1.506,-0.140,1.123
FALSE POSITIVE,K04323.02,,0.890,1.506,-0.140,1.123
FALSE POSITIVE,K02478.01,,2.120,0.940,-0.100,0.816
FALSE POSITIVE,K06571.01,,0.860,1.414,-0.120,1.397
FALSE POSITIVE,K03502.01,,3.800,0.851,-0.120,0.948
FALSE POSITIVE,K03988.01,,1.550,1.017,-0.040,0.845
FALSE POSITIVE,K06003.01,,1.270,0.693,-0.320,0.676
FALSE POSITIVE,K06128.01,,3.790,1.423,-0.360,1.055
FALSE POSITIVE,K06004.01,,2.020,0.783,-0.360,0.778
FALSE POSITIVE,K03965.01,,21.340,0.743,0.300,0.765
FALSE POSITIVE,K06573.01,,1.880,1.432,-0.280,0.957
FALSE POSITIVE,K03967.01,,2.640,0.817,-0.200,0.908
FALSE POSITIVE,K03967.02,,2.390,0.817,-0.200,0.908
FALSE POSITIVE,K06005.01,,0.840,0.691,-0.700,0.776
FALSE POSITIVE,K06129.01,,79.210,6.952,0.340,2.025
FALSE POSITIVE,K06006.01,,2.060,2.657,-0.320,1.313
FALSE POSITIVE,K04135.01,,0.520,0.620,-0.460,0.667
CANDIDATE,K03813.01,,6.900,1.207,-0.080,1.226
FALSE POSITIVE,K01762.01,,2.090,0.883,-0.340,0.940
FALSE POSITIVE,K06575.01,,0.900,1.221,0.040,1.021
FALSE POSITIVE,K01836.01,,1.980,0.540,-0.720,0.543
FALSE POSITIVE,K07726.01,,1.280,0.878,-0.100,0.975
CANDIDATE,K04591.01,,0.890,0.891,-0.160,0.983
FALSE POSITIVE,K08254.01,,162.150,1.180,0.070,1.242
CANDIDATE,K05157.01,,21.020,20.237,-0.020,1.939
FALSE POSITIVE,K02510.01,,18.130,0.824,0.070,0.937
FALSE POSITIVE,K03292.01,,3.230,1.121,-0.020,1.071
FALSE POSITIVE,K03342.01,,44.700,0.962,-0.220,1.036
FALSE POSITIVE,K06576.01,,81.100,1.349,0.000,1.042
FALSE POSITIVE,K01935.01,,37.580,0.991,0.210,1.105
CANDIDATE,K03856.01,,95.190,3.348,0.200,1.635
FALSE POSITIVE,K06577.01,,0.510,0.793,-0.380,0.731
FALSE POSITIVE,K03213.01,,90.090,3.746,0.070,2.385
FALSE POSITIVE,K04671.01,,1.390,0.946,-0.040,0.953
CANDIDATE,K06130.01,,1.050,0.539,-1.000,0.537
FALSE POSITIVE,K02794.01,,2.150,0.910,-0.160,0.999
CANDIDATE,K04558.01,,1.130,1.121,-0.140,0.852
FALSE POSITIVE,K03696.01,,46.380,1.012,0.070,1.117
CANDIDATE,K02471.01,,1.660,0.899,0.120,0.823
CANDIDATE,K02835.01,,1.370,0.530,-0.920,0.524
CONFIRMED,K00834.01,Kepler-238 e,7.890,1.384,0.300,1.083
CONFIRMED,K00834.02,Kepler-238 d,3.060,1.384,0.300,1.083
CONFIRMED,K00834.03,Kepler-238 c,2.320,1.384,0.300,1.083
CONFIRMED,K00834.04,Kepler-238 b,1.620,1.384,0.300,1.083
CONFIRMED,K00834.05,Kepler-238 f,2.670,1.384,0.300,1.083
CANDIDATE,K04907.01,,0.670,1.141,-0.160,1.082
CONFIRMED,K03791.01,Kepler-460 b,7.230,1.393,-0.380,1.031
CONFIRMED,K03791.02,Kepler-460 c,5.940,1.393,-0.380,1.031
CONFIRMED,K01567.01,Kepler-306 c,2.140,0.721,-0.100,0.774
CONFIRMED,K01567.02,Kepler-306 b,1.820,0.721,-0.100,0.774
CONFIRMED,K01567.03,Kepler-306 d,2.230,0.721,-0.100,0.774
CONFIRMED,K01567.04,Kepler-306 e,2.750,0.721,-0.100,0.774
CONFIRMED,K01601.01,Kepler-903 b,1.970,1.080,0.140,0.926
CONFIRMED,K01601.02,Kepler-903 c,2.750,1.080,0.140,0.926
CONFIRMED,K03141.01,Kepler-1438 b,1.240,1.248,0.300,1.023
CANDIDATE,K00607.01,,11.160,0.893,0.070,1.010
CANDIDATE,K05169.01,,1.720,0.786,-0.260,0.736
FALSE POSITIVE,K02713.01,,1.720,0.686,-0.220,0.759
FALSE POSITIVE,K01676.01,,3.870,2.382,0.260,1.395
CANDIDATE,K00554.01,,14.610,1.822,0.040,1.135
FALSE POSITIVE,K04064.01,,1.200,0.818,-0.080,0.917
FALSE POSITIVE,K01778.01,,11.120,1.046,0.210,1.153
FALSE POSITIVE,K06578.01,,138.540,1.909,-0.020,1.130
FALSE POSITIVE,K07727.01,,0.670,1.007,0.070,1.111
CONFIRMED,K00409.01,Kepler-545 b,2.860,1.078,0.000,0.972
FALSE POSITIVE,K01551.01,,12.880,1.000,0.210,1.114
CONFIRMED,K03039.01,Kepler-1417 b,1.010,1.002,-0.240,0.942
FALSE POSITIVE,K00410.01,,41.570,1.056,-0.400,0.974
FALSE POSITIVE,K01780.01,,21.230,0.485,-1.480,0.498
CANDIDATE,K02970.01,,1.080,1.396,-0.160,1.024
FALSE POSITIVE,K03521.01,,147.830,2.182,-0.080,0.905
FALSE POSITIVE,K07728.01,,0.520,0.805,-0.040,0.902
CONFIRMED,K00835.01,Kepler-239 b,2.350,0.756,0.160,0.849
CONFIRMED,K00835.02,Kepler-239 c,2.370,0.756,0.160,0.849
CANDIDATE,K06579.01,,1.170,0.935,-0.060,0.962
CANDIDATE,K04508.01,,1.020,0.720,-0.040,0.707
FALSE POSITIVE,K07729.01,,1.570,2.022,0.120,1.552
FALSE POSITIVE,K06580.01,,53.000,0.933,-0.360,0.973
CONFIRMED,K00504.01,Kepler-581 b,2.670,1.027,0.140,0.930
FALSE POSITIVE,K06581.01,,37.930,0.678,0.070,0.669
CANDIDATE,K06582.01,,1.070,0.955,-0.320,1.025
FALSE POSITIVE,K03840.01,,44.700,0.960,-0.040,1.047
FALSE POSITIVE,K03825.01,,135.990,1.776,-0.120,1.021
FALSE POSITIVE,K02161.01,,3.630,2.372,-0.020,1.271
FALSE POSITIVE,K05171.01,,402.160,10.154,0.000,2.093
FALSE POSITIVE,K08255.01,,2.040,1.171,-0.160,1.143
CONFIRMED,K01585.01,Kepler-899 b,2.400,0.881,-0.060,0.979
FALSE POSITIVE,K05172.01,,1.140,0.942,0.070,1.054
FALSE POSITIVE,K06007.01,,1.440,0.720,-0.320,0.796
FALSE POSITIVE,K06583.01,,1.300,0.809,-0.100,0.907
FALSE POSITIVE,K03956.01,,49.840,0.847,-0.040,0.908
FALSE POSITIVE,K03956.02,,0.880,0.847,-0.040,0.908
FALSE POSITIVE,K06008.01,,1.660,0.887,0.070,1.003
FALSE POSITIVE,K05173.01,,0.820,1.193,-0.020,0.985
FALSE POSITIVE,K03504.01,,2.520,0.893,0.070,1.010
FALSE POSITIVE,K06009.01,,1.230,1.092,0.070,1.180
FALSE POSITIVE,K02911.01,,2.750,0.991,-0.180,1.060
FALSE POSITIVE,K06010.01,,1.350,0.826,-0.040,0.926
FALSE POSITIVE,K04155.01,,0.800,1.084,0.000,1.140
FALSE POSITIVE,K03485.01,,2.660,0.971,0.020,1.057
FALSE POSITIVE,K06586.01,,8.430,2.193,0.070,2.069
FALSE POSITIVE,K06587.01,,2.170,0.895,-0.100,0.990
FALSE POSITIVE,K04368.01,,2.370,2.557,-0.580,1.202
FALSE POSITIVE,K03914.01,,3.480,0.684,-0.060,0.710
FALSE POSITIVE,K04863.01,,0.810,0.838,-0.060,0.917
FALSE POSITIVE,K02505.01,,29.270,3.028,-0.340,1.484
FALSE POSITIVE,K03723.01,,458.020,32.244,0.070,1.104
FALSE POSITIVE,K04000.01,,40.820,3.440,-0.080,1.694
FALSE POSITIVE,K03499.01,,0.850,0.729,-0.880,0.819
FALSE POSITIVE,K04006.01,,1.470,2.193,-0.420,1.270
FALSE POSITIVE,K06011.01,,1.370,0.827,-0.240,0.921
FALSE POSITIVE,K06012.01,,2.670,1.357,-0.420,1.019
FALSE POSITIVE,K04110.01,,2.190,1.632,-0.580,0.832
FALSE POSITIVE,K03894.01,,23.420,1.053,-0.300,1.094
FALSE POSITIVE,K02939.01,,87.180,1.464,-0.780,0.882
CANDIDATE,K01599.01,,2.900,0.972,0.060,1.020
CANDIDATE,K01599.02,,22.290,0.972,0.060,1.020
FALSE POSITIVE,K01610.01,,1.090,0.949,-0.300,0.935
CANDIDATE,K03050.01,,1.020,0.818,-0.080,0.917
CANDIDATE,K01546.01,,11.920,0.893,0.070,1.010
FALSE POSITIVE,K03969.01,,1.840,1.090,-0.120,1.134
FALSE POSITIVE,K02895.01,,1.770,0.786,-0.040,0.752
FALSE POSITIVE,K06588.01,,40.110,1.094,-0.420,1.098
FALSE POSITIVE,K04167.01,,0.780,0.727,-0.280,0.812
FALSE POSITIVE,K03798.01,,3.940,0.839,-0.680,0.747
FALSE POSITIVE,K04598.01,,17.800,0.883,-0.360,0.929
FALSE POSITIVE,K04598.02,,18.200,0.883,-0.360,0.929
FALSE POSITIVE,K01607.01,,2.000,1.383,-0.260,1.005
FALSE POSITIVE,K00411.01,,32.210,1.005,-0.680,0.772
FALSE POSITIVE,K03738.01,,679.440,1.000,0.000,1.000
FALSE POSITIVE,K03962.01,,28.060,0.695,-0.360,0.768
FALSE POSITIVE,K02251.01,,3.550,0.935,-0.100,1.024
FALSE POSITIVE,K06589.01,,55.260,1.012,-0.320,1.065
CONFIRMED,K02707.01,Kepler-399 d,3.210,1.152,0.140,0.902
CONFIRMED,K02707.02,Kepler-399 b,1.680,1.152,0.140,0.902
CONFIRMED,K02707.03,Kepler-399 c,2.690,1.152,0.140,0.902
FALSE POSITIVE,K03904.01,,23.050,1.054,-0.120,1.060
FALSE POSITIVE,K04841.01,,0.920,0.515,-1.360,0.522
FALSE POSITIVE,K02701.01,,4.790,0.936,-0.080,0.986
FALSE POSITIVE,K00836.01,,17.060,0.701,-0.220,0.683
FALSE POSITIVE,K03772.01,,66.140,1.000,0.000,1.000
FALSE POSITIVE,K03199.01,,0.780,1.000,0.000,1.000
CONFIRMED,K01930.01,Kepler-338 b,2.380,1.693,-0.080,1.086
CONFIRMED,K01930.02,Kepler-338 c,2.300,1.693,-0.080,1.086
CONFIRMED,K01930.03,Kepler-338 d,2.610,1.693,-0.080,1.086
CONFIRMED,K01930.04,Kepler-338 e,1.560,1.693,-0.080,1.086
CANDIDATE,K04541.01,,2.080,1.111,0.160,0.937
CANDIDATE,K04541.02,,1.980,1.111,0.160,0.937
FALSE POSITIVE,K07730.01,,,,,
CONFIRMED,K02668.01,Kepler-1310 b,1.400,0.913,0.210,0.942
CANDIDATE,K01962.01,,2.310,1.414,-0.120,0.995
FALSE POSITIVE,K06591.01,,0.190,0.207,0.000,0.184
FALSE POSITIVE,K04119.01,,0.910,0.819,-0.180,0.840
FALSE POSITIVE,K07731.01,,76.260,1.190,-0.120,1.211
FALSE POSITIVE,K02854.01,,1.380,1.000,0.000,1.000
FALSE POSITIVE,K02741.01,,1.490,2.128,-0.080,1.226
FALSE POSITIVE,K02591.01,,0.850,0.815,-0.040,0.910
CONFIRMED,K00257.01,Kepler-506 b,2.630,1.193,0.200,1.190
CONFIRMED,K02990.01,Kepler-1401 b,1.700,0.898,-0.280,0.982
FALSE POSITIVE,K02456.01,,24.490,1.038,-0.060,1.100
FALSE POSITIVE,K03030.01,,1.670,1.093,0.070,1.178
CONFIRMED,K01838.01,Kepler-970 b,2.730,0.653,-0.060,0.646
CONFIRMED,K01677.01,Kepler-926 b,2.920,1.246,0.320,1.008
FALSE POSITIVE,K01678.01,,37.220,1.760,-0.100,1.039
FALSE POSITIVE,K06592.01,,0.500,1.307,0.020,1.105
FALSE POSITIVE,K07732.01,,0.640,0.815,-0.060,0.914
FALSE POSITIVE,K06593.01,,0.910,1.071,0.210,1.173
FALSE POSITIVE,K01679.01,,29.020,1.026,-0.080,1.090
FALSE POSITIVE,K02518.01,,24.200,1.123,-0.080,1.161
CANDIDATE,K04067.01,,3.090,1.196,-0.060,1.190
FALSE POSITIVE,K06594.01,,61.880,1.145,-0.380,1.049
FALSE POSITIVE,K01680.01,,0.880,0.834,-0.180,0.930
CONFIRMED,K00837.01,Kepler-240 c,2.250,0.779,0.180,0.759
CONFIRMED,K00837.02,Kepler-240 b,1.480,0.779,0.180,0.759
CONFIRMED,K00647.01,Kepler-634 b,2.060,1.409,-0.300,0.963
CANDIDATE,K00647.02,,0.920,1.409,-0.300,0.963
CANDIDATE,K01681.01,,1.410,0.420,-0.140,0.450
FALSE POSITIVE,K01681.02,,6.810,0.420,-0.140,0.450
CANDIDATE,K01681.03,,10.610,0.420,-0.140,0.450
CANDIDATE,K01681.04,,10.390,0.420,-0.140,0.450
FALSE POSITIVE,K06595.01,,0.940,1.712,-0.140,1.395
FALSE POSITIVE,K06596.01,,106.840,1.883,-0.080,1.424
FALSE POSITIVE,K00838.01,,38.330,0.988,-0.100,1.050
CANDIDATE,K02332.01,,1.240,1.404,0.080,0.915
FALSE POSITIVE,K03557.01,,56.630,1.316,-0.260,1.064
FALSE POSITIVE,K06597.01,,49.220,0.910,-0.160,0.999
FALSE POSITIVE,K03865.01,,1.390,1.256,-0.020,0.977
CANDIDATE,K01590.01,,1.930,0.812,0.160,0.781
CANDIDATE,K01590.02,,1.340,0.812,0.160,0.781
CANDIDATE,K01590.03,,1.300,0.812,0.160,0.781
FALSE POSITIVE,K02501.01,,2.110,1.855,-0.360,1.058
CANDIDATE,K03226.01,,1.680,1.574,0.040,1.343
CANDIDATE,K03226.02,,1.510,1.574,0.040,1.343
FALSE POSITIVE,K02499.01,,2.450,1.171,0.070,1.241
FALSE POSITIVE,K02452.01,,1.330,0.985,-0.520,0.852
FALSE POSITIVE,K03797.01,,21.060,0.919,-0.020,1.014
CONFIRMED,K02587.01,Kepler-1283 b,1.130,0.867,-0.400,0.950
CONFIRMED,K02160.01,Kepler-1125 b,2.890,1.247,0.160,1.042
FALSE POSITIVE,K00224.01,,26.500,0.973,-0.060,1.055
FALSE POSITIVE,K04154.02,,3.550,0.866,-0.040,0.965
CONFIRMED,K05178.01,Kepler-1626 b,1.240,1.181,-0.100,1.202
FALSE POSITIVE,K03989.01,,1.400,1.504,0.060,0.917
CANDIDATE,K03119.01,,0.940,0.250,-0.340,0.236
CANDIDATE,K04495.01,,1.390,0.977,0.080,1.036
FALSE POSITIVE,K06599.01,,74.870,1.027,0.210,0.950
FALSE POSITIVE,K01575.01,,294.020,0.780,-0.060,0.872
CANDIDATE,K03377.01,,0.990,0.508,-1.040,0.507
FALSE POSITIVE,K03223.01,,5.180,4.928,0.070,1.443
FALSE POSITIVE,K06013.01,,1.590,0.791,-0.400,0.881
FALSE POSITIVE,K01571.01,,22.760,0.883,-0.240,0.972
FALSE POSITIVE,K04660.01,,0.570,0.870,-0.060,0.968
FALSE POSITIVE,K03879.01,,37.790,1.056,-0.220,1.013
FALSE POSITIVE,K03819.01,,67.000,1.276,0.080,0.911
CONFIRMED,K01621.01,Kepler-911 b,2.410,1.877,0.000,1.197
CONFIRMED,K02664.01,Kepler-1309 b,2.660,0.785,-0.160,0.758
FALSE POSITIVE,K00608.01,,3.470,0.635,-0.300,0.621
CANDIDATE,K05179.01,,0.840,1.667,-0.220,1.469
FALSE POSITIVE,K04220.01,,1.610,0.871,-0.100,0.810
CANDIDATE,K03309.01,,5.910,0.865,-0.100,0.788
FALSE POSITIVE,K04406.01,,20.480,1.006,-0.140,1.074
FALSE POSITIVE,K01566.01,,1.420,0.720,-0.400,0.805
FALSE POSITIVE,K05180.01,,89.550,3.293,-0.180,1.257
FALSE POSITIVE,K03742.01,,68.920,1.174,-0.220,1.198
FALSE POSITIVE,K01789.01,,36.770,1.910,-0.300,1.728
FALSE POSITIVE,K04161.01,,5.270,7.146,-0.500,2.303
FALSE POSITIVE,K00648.01,,15.450,3.232,-0.240,1.573
CANDIDATE,K06601.01,,1.620,1.087,-0.140,0.967
FALSE POSITIVE,K06014.01,,37.650,0.936,0.070,0.833
FALSE POSITIVE,K08101.01,,2.190,1.116,-0.460,0.821
FALSE POSITIVE,K03949.01,,1.080,0.729,-0.300,0.701
FALSE POSITIVE,K06602.01,,41.580,0.776,-0.080,0.796
FALSE POSITIVE,K07560.01,,2.600,4.708,-0.140,1.306
CONFIRMED,K02337.01,Kepler-1195 b,2.140,0.709,-0.380,0.707
CANDIDATE,K02191.01,,1.150,0.552,0.100,0.581
CONFIRMED,K02369.01,Kepler-1211 b,2.640,0.969,-0.120,1.048
CANDIDATE,K02369.03,,1.280,0.969,-0.120,1.048
FALSE POSITIVE,K02254.01,,28.960,0.838,-0.500,0.938
FALSE POSITIVE,K00609.01,,13.570,1.156,-0.080,0.998
CONFIRMED,K02834.01,Kepler-1362 b,2.350,0.675,-0.100,0.711
FALSE POSITIVE,K06603.01,,93.100,1.636,-0.520,1.084
CANDIDATE,K03206.01,,1.380,1.000,0.000,1.000
CONFIRMED,K00649.01,Kepler-635 b,2.710,1.524,0.440,1.330
CANDIDATE,K00649.02,,0.920,1.524,0.440,1.330
CANDIDATE,K02915.01,,0.980,0.911,0.000,0.939
FALSE POSITIVE,K07733.01,,4.520,3.214,-0.360,1.799
CONFIRMED,K01588.01,Kepler-901 b,1.420,0.564,-0.300,0.578
CONFIRMED,K01814.01,Kepler-959 b,17.380,7.663,0.560,2.646
FALSE POSITIVE,K06606.01,,205.640,3.003,-0.220,2.002
FALSE POSITIVE,K06607.01,,1.130,1.797,0.060,1.395
CANDIDATE,K03341.01,,2.130,1.352,0.140,1.038
CANDIDATE,K03341.02,,1.480,1.352,0.140,1.038
CANDIDATE,K02415.01,,2.120,0.987,-0.140,1.053
FALSE POSITIVE,K06608.01,,68.050,1.508,0.020,1.156
CANDIDATE,K06132.01,,13.000,1.651,0.260,1.352
CONFIRMED,K06132.02,Kepler-1640 b,5.830,1.651,0.260,1.352
CANDIDATE,K06132.03,,4.030,1.651,0.260,1.352
CONFIRMED,K02345.01,Kepler-1201 b,1.940,1.005,-0.360,0.956
FALSE POSITIVE,K01578.01,,1.120,0.856,-0.380,0.856
CONFIRMED,K02010.01,Kepler-1051 b,3.250,1.729,0.060,1.337
FALSE POSITIVE,K04213.01,,0.710,0.881,-0.260,0.970
FALSE POSITIVE,K06609.01,,164.020,2.300,-0.880,1.021
FALSE POSITIVE,K03817.01,,48.010,1.084,-0.240,0.869
FALSE POSITIVE,K01565.01,,20.430,0.856,-0.180,0.946
FALSE POSITIVE,K08102.01,,32.310,12.048,0.070,2.632
FALSE POSITIVE,K08256.01,,1.800,1.326,0.100,1.017
CONFIRMED,K00448.01,Kepler-159 b,1.680,0.500,-0.280,0.521
CONFIRMED,K00448.02,Kepler-159 c,2.050,0.500,-0.280,0.521
FALSE POSITIVE,K02882.01,,2.720,0.614,-0.300,0.645
FALSE POSITIVE,K02882.02,,1.400,0.614,-0.300,0.645
CANDIDATE,K04705.01,,1.030,0.921,-0.360,0.834
FALSE POSITIVE,K06015.01,,31.140,0.788,-0.720,0.874
CONFIRMED,K04194.01,Kepler-1565 b,1.290,0.723,-0.200,0.794
CANDIDATE,K04837.01,,0.860,0.656,-0.840,0.740
FALSE POSITIVE,K08103.01,,34.700,0.882,-0.120,0.873
FALSE POSITIVE,K06611.01,,1.920,2.500,-0.420,1.255
FALSE POSITIVE,K00979.01,,2436.690,101.451,0.000,1.679
FALSE POSITIVE,K03636.01,,71.520,1.000,0.000,1.000
FALSE POSITIVE,K00839.01,,26.250,0.863,-0.120,0.959
FALSE POSITIVE,K02676.01,,10.650,2.229,-0.120,1.239
FALSE POSITIVE,K02799.01,,1.240,1.159,-0.160,1.181
FALSE POSITIVE,K03831.01,,63.460,1.000,0.000,1.000
FALSE POSITIVE,K04078.01,,23.200,0.863,-0.420,0.940
FALSE POSITIVE,K01540.01,,38.590,0.797,-0.440,0.791
FALSE POSITIVE,K03731.01,,28.730,0.653,-0.100,0.723
FALSE POSITIVE,K05187.01,,27.450,13.417,-0.240,1.747
CONFIRMED,K00840.01,Kepler-695 b,8.990,0.791,-0.060,0.754
CANDIDATE,K04778.01,,4.440,2.080,-0.800,0.967
CANDIDATE,K04827.01,,1.650,0.777,-0.540,0.789
FALSE POSITIVE,K00164.01,,3.070,1.985,-0.180,1.168
FALSE POSITIVE,K03703.01,,43.210,0.853,-0.140,0.949
CONFIRMED,K02790.01,Kepler-1347 b,0.980,0.767,-0.180,0.763
FALSE POSITIVE,K00371.01,,17.140,3.107,0.080,1.438
FALSE POSITIVE,K06612.01,,124.340,2.345,0.020,1.332
FALSE POSITIVE,K06612.02,,0.480,2.345,0.020,1.332
FALSE POSITIVE,K05189.01,,2.490,0.746,0.210,0.734
FALSE POSITIVE,K05190.01,,24.160,1.000,0.000,1.000
FALSE POSITIVE,K07734.01,,7.230,4.763,-0.340,1.811
FALSE POSITIVE,K03711.01,,8.600,0.777,-0.580,0.710
CANDIDATE,K08257.01,,0.540,0.788,-0.560,0.716
CONFIRMED,K00412.01,Kepler-546 b,7.310,1.205,-0.020,0.977
CONFIRMED,K00610.01,Kepler-622 b,1.820,0.595,-0.060,0.612
FALSE POSITIVE,K06613.01,,1.070,0.999,-0.460,0.896
CANDIDATE,K04587.01,,1.120,0.883,-0.240,0.972
CANDIDATE,K07735.01,,4.050,2.590,-0.180,1.323
CANDIDATE,K04097.01,,0.990,0.603,-0.180,0.648
FALSE POSITIVE,K04097.02,,0.550,0.603,-0.180,0.648
CONFIRMED,K03144.01,Kepler-1439 b,1.590,0.398,-0.320,0.428
CONFIRMED,K02856.01,Kepler-1369 b,2.880,1.093,0.020,1.048
FALSE POSITIVE,K03784.01,,49.600,1.166,-0.100,1.007
CONFIRMED,K00505.01,Kepler-169 e,2.240,0.760,0.040,0.806
CONFIRMED,K00505.02,Kepler-169 c,1.370,0.760,0.040,0.806
CONFIRMED,K00505.03,Kepler-169 b,1.190,0.760,0.040,0.806
CONFIRMED,K00505.04,Kepler-169 d,1.450,0.760,0.040,0.806
CONFIRMED,K00505.05,Kepler-169 f,2.950,0.760,0.040,0.806
CONFIRMED,K00283.01,Kepler-131 b,2.130,1.016,0.120,0.978
CONFIRMED,K00283.02,Kepler-131 c,0.830,1.016,0.120,0.978
CANDIDATE,K01897.01,,3.170,1.122,-0.020,1.101
CANDIDATE,K04756.01,,8.170,1.108,-0.080,1.151
FALSE POSITIVE,K02983.01,,0.580,0.368,-0.200,0.383
FALSE POSITIVE,K06614.01,,36.820,1.036,-0.340,0.807
FALSE POSITIVE,K04594.01,,0.350,0.421,-0.840,0.432
FALSE POSITIVE,K06616.01,,55.220,2.057,0.300,1.240
FALSE POSITIVE,K04100.01,,23.990,0.960,-0.040,1.047
CANDIDATE,K06617.01,,0.900,0.876,-0.140,0.970
FALSE POSITIVE,K03000.01,,1.260,1.015,0.000,0.904
CANDIDATE,K02091.01,,2.120,0.764,-0.060,0.850
CONFIRMED,K02183.01,Kepler-370 c,2.040,0.954,0.140,0.955
CONFIRMED,K02183.02,Kepler-370 b,1.350,0.954,0.140,0.955
FALSE POSITIVE,K02183.03,,2.260,0.954,0.140,0.955
CONFIRMED,K01908.01,Kepler-333 b,1.340,0.598,-0.200,0.609
CONFIRMED,K01908.02,Kepler-333 c,1.160,0.598,-0.200,0.609
FALSE POSITIVE,K07736.01,,0.460,1.116,-0.200,1.001
FALSE POSITIVE,K08104.01,,2.220,0.820,-0.200,0.916
CONFIRMED,K00555.01,Kepler-598 b,1.630,0.898,0.040,0.815
CANDIDATE,K00555.02,,3.070,0.898,0.040,0.815
CANDIDATE,K02783.01,,0.580,0.519,-0.340,0.515
CANDIDATE,K04744.01,,0.490,0.914,-0.100,1.000
CANDIDATE,K03396.01,,1.820,0.848,-0.220,0.937
CANDIDATE,K06619.01,,24.300,0.906,-0.200,0.993
FALSE POSITIVE,K07737.01,,505.940,180.013,,3.735
FALSE POSITIVE,K00272.01,,4.520,1.596,-0.620,0.881
CANDIDATE,K02358.01,,4.430,2.046,0.240,1.443
FALSE POSITIVE,K02752.01,,0.870,1.274,0.180,1.208
FALSE POSITIVE,K00033.01,,51.340,31.500,-0.480,1.789
FALSE POSITIVE,K06620.01,,126.770,5.970,-0.500,2.114
CONFIRMED,K00206.01,Kepler-433 b,13.080,1.905,0.040,1.373
FALSE POSITIVE,K01011.01,,19.810,0.898,-0.280,0.982
FALSE POSITIVE,K07738.01,,0.810,1.363,-0.600,0.881
FALSE POSITIVE,K01956.01,,6.420,0.863,-0.140,0.901
FALSE POSITIVE,K03603.01,,43.060,0.897,-0.060,0.805
CANDIDATE,K02189.01,,4.440,0.799,0.000,0.763
FALSE POSITIVE,K06621.01,,36.010,0.573,-0.980,0.571
CANDIDATE,K01793.01,,8.010,0.945,-0.240,1.023
FALSE POSITIVE,K05196.01,,5.460,2.704,-0.340,1.426
CONFIRMED,K00148.01,Kepler-48 b,1.850,0.873,0.180,0.856
CONFIRMED,K00148.02,Kepler-48 c,2.630,0.873,0.180,0.856
CONFIRMED,K00148.03,Kepler-48 d,2.000,0.873,0.180,0.856
FALSE POSITIVE,K06622.01,,61.350,2.755,-0.800,1.223
FALSE POSITIVE,K06623.01,,44.480,0.810,-0.200,0.905
FALSE POSITIVE,K07739.01,,1.090,0.818,-0.300,0.907
FALSE POSITIVE,K06624.01,,1.160,0.875,-0.420,0.787
